Date,Store,Product,Price,Cost,Units_Sold,Promo,Holiday
2024-02-22,Store_B,Cola,12.86,7.0,438,0,0
2024-02-22,Store_C,Cola,11.74,7.0,448,0,0
2024-02-22,Store_A,Chips,18.88,11.0,297,0,0
2024-02-22,Store_B,Chips,20.85,11.0,289,0,0
2024-02-22,Store_C,Chips,19.53,11.0,290,0,0
2024-02-22,Store_A,Water,7.75,4.0,754,0,0
2024-02-22,Store_B,Water,7.63,4.0,753,0,0
2024-02-22,Store_C,Water,7.88,4.0,708,0,0
2024-02-23,Store_A,Cola,12.46,7.0,483,0,0
2024-02-23,Store_B,Cola,11.94,7.0,571,0,0
2024-02-23,Store_C,Cola,12.18,7.0,454,0,0
2024-02-23,Store_A,Chips,20.76,11.0,274,0,0
2024-02-23,Store_B,Chips,19.61,11.0,318,0,0
2024-02-23,Store_C,Chips,18.85,11.0,320,0,0
2024-02-23,Store_A,Water,8.09,4.0,632,0,0
2024-02-23,Store_B,Water,7.42,4.0,737,0,0
2024-02-23,Store_C,Water,8.17,4.0,670,0,0
2024-02-24,Store_A,Cola,10.74,7.0,825,1,0
2024-02-24,Store_B,Cola,12.27,7.0,543,0,0
2024-02-24,Store_C,Cola,12.17,7.0,565,0,0
2024-02-24,Store_A,Chips,20.09,11.0,353,0,0
2024-02-24,Store_B,Chips,18.62,11.0,498,1,0
2024-02-24,Store_C,Chips,19.9,11.0,379,0,0
2024-02-24,Store_A,Water,7.89,4.0,728,0,0
2024-02-24,Store_B,Water,8.15,4.0,666,0,0
2024-02-24,Store_C,Water,7.87,4.0,713,0,0
2024-02-25,Store_A,Cola,10.87,7.0,815,1,0
2024-02-25,Store_B,Cola,11.44,7.0,620,0,0
2024-02-25,Store_C,Cola,10.71,7.0,815,1,0
2024-02-25,Store_A,Chips,20.41,11.0,354,0,0
2024-02-25,Store_B,Chips,19.9,11.0,337,0,0
2024-02-25,Store_C,Chips,20.45,11.0,328,0,0
2024-02-25,Store_A,Water,8.05,4.0,682,0,0
2024-02-25,Store_B,Water,7.91,4.0,734,0,0
2024-02-25,Store_C,Water,8.21,4.0,721,0,0
2024-02-26,Store_A,Cola,12.08,7.0,492,0,0
2024-02-26,Store_B,Cola,12.96,7.0,448,0,0
2024-02-26,Store_C,Cola,12.17,7.0,460,0,0
2024-02-26,Store_A,Chips,19.98,11.0,317,0,0
2024-02-26,Store_B,Chips,19.86,11.0,277,0,0
2024-02-26,Store_C,Chips,19.86,11.0,290,0,0
2024-02-26,Store_A,Water,8.08,4.0,699,0,0
2024-02-26,Store_B,Water,7.93,4.0,677,0,0
2024-02-26,Store_C,Water,7.83,4.0,697,0,0
2024-02-27,Store_A,Cola,12.69,7.0,455,0,0
2024-02-27,Store_B,Cola,12.07,7.0,491,0,0
2024-02-27,Store_C,Cola,11.15,7.0,528,0,0
2024-02-27,Store_A,Chips,19.7,11.0,284,0,0
2024-02-27,Store_B,Chips,19.37,11.0,314,0,0
2024-02-27,Store_C,Chips,20.37,11.0,280,0,0
2024-02-27,Store_A,Water,8.13,4.0,622,0,0
2024-02-27,Store_B,Water,8.69,4.0,601,0,0
2024-02-27,Store_C,Water,8.11,4.0,656,0,0
2024-02-28,Store_A,Cola,11.87,7.0,504,0,0
2024-02-28,Store_B,Cola,12.04,7.0,578,0,0
2024-02-28,Store_C,Cola,10.35,7.0,796,1,0
2024-02-28,Store_A,Chips,19.65,11.0,300,0,0
2024-02-28,Store_B,Chips,19.64,11.0,322,0,0
2024-02-28,Store_C,Chips,19.45,11.0,297,0,0
2024-02-28,Store_A,Water,7.59,4.0,729,0,0
2024-02-28,Store_B,Water,7.82,4.0,723,0,0
2024-02-28,Store_C,Water,7.72,4.0,640,0,0
2024-02-29,Store_A,Cola,12.07,7.0,533,0,0
2024-02-29,Store_B,Cola,10.76,7.0,786,1,0
2024-02-29,Store_C,Cola,12.23,7.0,525,0,0
2024-02-29,Store_A,Chips,20.14,11.0,285,0,0
2024-02-29,Store_B,Chips,18.29,11.0,463,1,0
2024-02-29,Store_C,Chips,20.06,11.0,285,0,0
2024-02-29,Store_A,Water,7.88,4.0,679,0,0
2024-02-29,Store_B,Water,8.68,4.0,609,0,0
2024-02-29,Store_C,Water,8.08,4.0,697,0,0
2024-03-01,Store_A,Cola,11.77,7.0,505,0,0
2024-03-01,Store_B,Cola,12.12,7.0,536,0,0
2024-03-01,Store_C,Cola,11.91,7.0,482,0,0
2024-03-01,Store_A,Chips,19.31,11.0,317,0,0
2024-03-01,Store_B,Chips,19.6,11.0,282,0,0
2024-03-01,Store_C,Chips,19.59,11.0,319,0,0
2024-03-01,Store_A,Water,8.17,4.0,696,0,0
2024-03-01,Store_B,Water,8.17,4.0,643,0,0
2024-03-01,Store_C,Water,7.12,4.0,1066,1,0
2024-03-02,Store_A,Cola,12.19,7.0,616,0,0
2024-03-02,Store_B,Cola,11.37,7.0,598,0,0
2024-03-02,Store_C,Cola,12.0,7.0,579,0,0
2024-03-02,Store_A,Chips,20.42,11.0,336,0,0
2024-03-02,Store_B,Chips,20.01,11.0,317,0,0
2024-03-02,Store_C,Chips,20.47,11.0,343,0,0
2024-03-02,Store_A,Water,8.36,4.0,703,0,0
2024-03-02,Store_B,Water,8.16,4.0,684,0,0
2024-03-02,Store_C,Water,6.97,4.0,1246,1,0
2024-03-03,Store_A,Cola,12.28,7.0,564,0,0
2024-03-03,Store_B,Cola,11.65,7.0,621,0,0
2024-03-03,Store_C,Cola,10.69,7.0,892,1,0
2024-03-03,Store_A,Chips,21.27,11.0,332,0,0
2024-03-03,Store_B,Chips,20.61,11.0,327,0,0
2024-03-03,Store_C,Chips,19.62,11.0,330,0,0
2024-03-03,Store_A,Water,8.18,4.0,650,0,0
2024-03-03,Store_B,Water,8.09,4.0,736,0,0
2024-03-03,Store_C,Water,8.14,4.0,734,0,0
2024-03-04,Store_A,Cola,12.31,7.0,474,0,0
2024-03-04,Store_B,Cola,10.59,7.0,713,1,0
2024-03-04,Store_C,Cola,10.65,7.0,821,1,0
2024-03-04,Store_A,Chips,19.1,11.0,315,0,0
2024-03-04,Store_B,Chips,19.55,11.0,299,0,0
2024-03-04,Store_C,Chips,19.43,11.0,307,0,0
2024-03-04,Store_A,Water,8.3,4.0,640,0,0
2024-03-04,Store_B,Water,7.77,4.0,608,0,0
2024-03-04,Store_C,Water,8.01,4.0,624,0,0
2024-03-05,Store_A,Cola,11.1,7.0,721,1,0
2024-03-05,Store_B,Cola,12.21,7.0,457,0,0
2024-03-05,Store_C,Cola,11.66,7.0,535,0,0
2024-03-05,Store_A,Chips,20.38,11.0,296,0,0
2024-03-05,Store_B,Chips,19.91,11.0,289,0,0
2024-03-05,Store_C,Chips,20.15,11.0,302,0,0
2024-03-05,Store_A,Water,8.14,4.0,640,0,0
2024-03-05,Store_B,Water,7.29,4.0,805,0,0
2024-03-05,Store_C,Water,8.16,4.0,578,0,0
2024-03-06,Store_A,Cola,10.62,7.0,772,1,0
2024-03-06,Store_B,Cola,10.63,7.0,793,1,0
2024-03-06,Store_C,Cola,12.02,7.0,477,0,0
2024-03-06,Store_A,Chips,18.68,11.0,413,1,0
2024-03-06,Store_B,Chips,20.48,11.0,326,0,0
2024-03-06,Store_C,Chips,19.83,11.0,323,0,0
2024-03-06,Store_A,Water,8.23,4.0,627,0,0
2024-03-06,Store_B,Water,8.25,4.0,583,0,0
2024-03-06,Store_C,Water,7.88,4.0,667,0,0
2024-03-07,Store_A,Cola,10.59,7.0,727,1,0
2024-03-07,Store_B,Cola,12.47,7.0,492,0,0
2024-03-07,Store_C,Cola,12.58,7.0,475,0,0
2024-03-07,Store_A,Chips,19.04,11.0,315,0,0
2024-03-07,Store_B,Chips,19.89,11.0,320,0,0
2024-03-07,Store_C,Chips,20.05,11.0,295,0,0
2024-03-07,Store_A,Water,8.12,4.0,661,0,0
2024-03-07,Store_B,Water,7.54,4.0,688,0,0
2024-03-07,Store_C,Water,7.92,4.0,690,0,0
2024-03-08,Store_A,Cola,10.55,7.0,873,1,0
2024-03-08,Store_B,Cola,12.2,7.0,467,0,0
2024-03-08,Store_C,Cola,11.81,7.0,499,0,0
2024-03-08,Store_A,Chips,18.07,11.0,471,1,0
2024-03-08,Store_B,Chips,18.54,11.0,335,0,0
2024-03-08,Store_C,Chips,20.45,11.0,295,0,0
2024-03-08,Store_A,Water,7.98,4.0,630,0,0
2024-03-08,Store_B,Water,8.19,4.0,628,0,0
2024-03-08,Store_C,Water,8.01,4.0,642,0,0
2024-03-09,Store_A,Cola,11.45,7.0,573,0,0
2024-03-09,Store_B,Cola,11.93,7.0,554,0,0
2024-03-09,Store_C,Cola,12.13,7.0,538,0,0
2024-03-09,Store_A,Chips,20.22,11.0,327,0,0
2024-03-09,Store_B,Chips,20.16,11.0,340,0,0
2024-03-09,Store_C,Chips,19.42,11.0,343,0,0
2024-03-09,Store_A,Water,8.18,4.0,825,0,0
2024-03-09,Store_B,Water,7.86,4.0,591,0,0
2024-03-09,Store_C,Water,8.15,4.0,735,0,0
2024-03-10,Store_A,Cola,12.16,7.0,597,0,0
2024-03-10,Store_B,Cola,12.25,7.0,596,0,0
2024-03-10,Store_C,Cola,11.71,7.0,585,0,0
2024-03-10,Store_A,Chips,19.92,11.0,348,0,0
2024-03-10,Store_B,Chips,20.1,11.0,327,0,0
2024-03-10,Store_C,Chips,17.84,11.0,558,1,0
2024-03-10,Store_A,Water,7.54,4.0,720,0,0
2024-03-10,Store_B,Water,8.11,4.0,732,0,0
2024-03-10,Store_C,Water,7.92,4.0,701,0,0
2024-03-11,Store_A,Cola,11.35,7.0,553,0,0
2024-03-11,Store_B,Cola,11.82,7.0,509,0,0
2024-03-11,Store_C,Cola,11.89,7.0,473,0,0
2024-03-11,Store_A,Chips,18.9,11.0,309,0,0
2024-03-11,Store_B,Chips,19.88,11.0,308,0,0
2024-03-11,Store_C,Chips,20.05,11.0,286,0,0
2024-03-11,Store_A,Water,7.88,4.0,655,0,0
2024-03-11,Store_B,Water,7.91,4.0,658,0,0
2024-03-11,Store_C,Water,8.12,4.0,711,0,0
2024-03-12,Store_A,Cola,12.28,7.0,513,0,0
2024-03-12,Store_B,Cola,11.97,7.0,509,0,0
2024-03-12,Store_C,Cola,12.05,7.0,473,0,0
2024-03-12,Store_A,Chips,19.19,11.0,319,0,0
2024-03-12,Store_B,Chips,19.26,11.0,332,0,0
2024-03-12,Store_C,Chips,18.6,11.0,498,1,0
2024-03-12,Store_A,Water,7.67,4.0,706,0,0
2024-03-12,Store_B,Water,7.91,4.0,627,0,0
2024-03-12,Store_C,Water,7.77,4.0,634,0,0
2024-03-13,Store_A,Cola,12.58,7.0,466,0,0
2024-03-13,Store_B,Cola,10.39,7.0,786,1,0
2024-03-13,Store_C,Cola,11.86,7.0,536,0,0
2024-03-13,Store_A,Chips,19.01,11.0,335,0,0
2024-03-13,Store_B,Chips,20.18,11.0,316,0,0
2024-03-13,Store_C,Chips,20.02,11.0,308,0,0
2024-03-13,Store_A,Water,8.06,4.0,677,0,0
2024-03-13,Store_B,Water,8.0,4.0,569,0,0
2024-03-13,Store_C,Water,7.42,4.0,713,0,0
2024-03-14,Store_A,Cola,12.12,7.0,446,0,0
2024-03-14,Store_B,Cola,12.46,7.0,444,0,0
2024-03-14,Store_C,Cola,11.92,7.0,492,0,0
2024-03-14,Store_A,Chips,20.67,11.0,253,0,0
2024-03-14,Store_B,Chips,20.94,11.0,288,0,0
2024-03-14,Store_C,Chips,20.21,11.0,285,0,0
2024-03-14,Store_A,Water,7.71,4.0,767,0,0
2024-03-14,Store_B,Water,8.05,4.0,584,0,0
2024-03-14,Store_C,Water,7.13,4.0,998,1,0
2024-03-15,Store_A,Cola,11.89,7.0,521,0,0
2024-03-15,Store_B,Cola,10.57,7.0,817,1,0
2024-03-15,Store_C,Cola,12.11,7.0,494,0,0
2024-03-15,Store_A,Chips,19.69,11.0,319,0,0
2024-03-15,Store_B,Chips,21.39,11.0,284,0,0
2024-03-15,Store_C,Chips,19.88,11.0,296,0,0
2024-03-15,Store_A,Water,8.33,4.0,608,0,0
2024-03-15,Store_B,Water,7.96,4.0,717,0,0
2024-03-15,Store_C,Water,8.14,4.0,645,0,0
2024-03-16,Store_A,Cola,11.71,7.0,624,0,0
2024-03-16,Store_B,Cola,11.28,7.0,647,0,0
2024-03-16,Store_C,Cola,12.85,7.0,560,0,0
2024-03-16,Store_A,Chips,18.34,11.0,489,1,0
2024-03-16,Store_B,Chips,20.16,11.0,305,0,0
2024-03-16,Store_C,Chips,17.93,11.0,502,1,0
2024-03-16,Store_A,Water,7.14,4.0,1043,1,0
2024-03-16,Store_B,Water,7.76,4.0,769,0,0
2024-03-16,Store_C,Water,7.8,4.0,739,0,0
2024-03-17,Store_A,Cola,11.85,7.0,530,0,0
2024-03-17,Store_B,Cola,12.09,7.0,533,0,0
2024-03-17,Store_C,Cola,12.2,7.0,506,0,0
2024-03-17,Store_A,Chips,17.94,11.0,492,1,0
2024-03-17,Store_B,Chips,19.84,11.0,347,0,0
2024-03-17,Store_C,Chips,19.16,11.0,362,0,0
2024-03-17,Store_A,Water,7.76,4.0,770,0,0
2024-03-17,Store_B,Water,7.51,4.0,1113,1,0
2024-03-17,Store_C,Water,7.86,4.0,679,0,0
2024-03-18,Store_A,Cola,10.87,7.0,808,1,0
2024-03-18,Store_B,Cola,12.07,7.0,532,0,0
2024-03-18,Store_C,Cola,12.34,7.0,523,0,0
2024-03-18,Store_A,Chips,20.07,11.0,286,0,0
2024-03-18,Store_B,Chips,20.2,11.0,302,0,0
2024-03-18,Store_C,Chips,20.3,11.0,273,0,0
2024-03-18,Store_A,Water,8.31,4.0,611,0,0
2024-03-18,Store_B,Water,8.1,4.0,576,0,0
2024-03-18,Store_C,Water,7.87,4.0,686,0,0
2024-03-19,Store_A,Cola,13.39,7.0,448,0,0
2024-03-19,Store_B,Cola,11.25,7.0,512,0,0
2024-03-19,Store_C,Cola,11.84,7.0,503,0,0
2024-03-19,Store_A,Chips,20.43,11.0,299,0,0
2024-03-19,Store_B,Chips,18.37,11.0,484,1,0
2024-03-19,Store_C,Chips,19.42,11.0,355,0,0
2024-03-19,Store_A,Water,7.81,4.0,687,0,0
2024-03-19,Store_B,Water,8.12,4.0,639,0,0
2024-03-19,Store_C,Water,7.83,4.0,681,0,0
2024-03-20,Store_A,Cola,11.51,7.0,498,0,0
2024-03-20,Store_B,Cola,12.48,7.0,442,0,0
2024-03-20,Store_C,Cola,11.68,7.0,524,0,0
2024-03-20,Store_A,Chips,21.5,11.0,258,0,0
2024-03-20,Store_B,Chips,20.24,11.0,263,0,0
2024-03-20,Store_C,Chips,19.83,11.0,284,0,0
2024-03-20,Store_A,Water,7.68,4.0,674,0,0
2024-03-20,Store_B,Water,8.25,4.0,610,0,0
2024-03-20,Store_C,Water,8.48,4.0,600,0,0
2024-03-21,Store_A,Cola,10.46,7.0,760,1,0
2024-03-21,Store_B,Cola,10.75,7.0,804,1,0
2024-03-21,Store_C,Cola,12.05,7.0,467,0,0
2024-03-21,Store_A,Chips,17.81,11.0,449,1,0
2024-03-21,Store_B,Chips,19.5,11.0,290,0,0
2024-03-21,Store_C,Chips,19.74,11.0,314,0,0
2024-03-21,Store_A,Water,8.01,4.0,722,0,0
2024-03-21,Store_B,Water,8.22,4.0,682,0,0
2024-03-21,Store_C,Water,8.42,4.0,595,0,0
2024-03-22,Store_A,Cola,12.01,7.0,494,0,0
2024-03-22,Store_B,Cola,11.75,7.0,539,0,0
2024-03-22,Store_C,Cola,12.33,7.0,512,0,0
2024-03-22,Store_A,Chips,19.5,11.0,314,0,0
2024-03-22,Store_B,Chips,19.71,11.0,326,0,0
2024-03-22,Store_C,Chips,20.35,11.0,310,0,0
2024-03-22,Store_A,Water,7.99,4.0,691,0,0
2024-03-22,Store_B,Water,8.13,4.0,695,0,0
2024-03-22,Store_C,Water,7.77,4.0,635,0,0
2024-03-23,Store_A,Cola,11.96,7.0,538,0,0
2024-03-23,Store_B,Cola,11.99,7.0,539,0,0
2024-03-23,Store_C,Cola,11.8,7.0,539,0,0
2024-03-23,Store_A,Chips,17.41,11.0,526,1,0
2024-03-23,Store_B,Chips,20.82,11.0,302,0,0
2024-03-23,Store_C,Chips,17.58,11.0,541,1,0
2024-03-23,Store_A,Water,7.5,4.0,847,0,0
2024-03-23,Store_B,Water,7.68,4.0,711,0,0
2024-03-23,Store_C,Water,8.03,4.0,757,0,0
2024-03-24,Store_A,Cola,11.84,7.0,603,0,0
2024-03-24,Store_B,Cola,11.92,7.0,584,0,0
2024-03-24,Store_C,Cola,10.62,7.0,989,1,0
2024-03-24,Store_A,Chips,20.59,11.0,342,0,0
2024-03-24,Store_B,Chips,19.57,11.0,333,0,0
2024-03-24,Store_C,Chips,19.24,11.0,369,0,0
2024-03-24,Store_A,Water,7.06,4.0,1157,1,0
2024-03-24,Store_B,Water,8.28,4.0,708,0,0
2024-03-24,Store_C,Water,8.11,4.0,720,0,0
2024-03-25,Store_A,Cola,11.99,7.0,506,0,0
2024-03-25,Store_B,Cola,11.82,7.0,533,0,0
2024-03-25,Store_C,Cola,12.37,7.0,401,0,0
2024-03-25,Store_A,Chips,19.34,11.0,363,0,0
2024-03-25,Store_B,Chips,18.52,11.0,493,1,0
2024-03-25,Store_C,Chips,21.18,11.0,273,0,0
2024-03-25,Store_A,Water,8.13,4.0,592,0,0
2024-03-25,Store_B,Water,7.82,4.0,656,0,0
2024-03-25,Store_C,Water,7.01,4.0,1129,1,0
2024-03-26,Store_A,Cola,11.99,7.0,477,0,0
2024-03-26,Store_B,Cola,11.83,7.0,539,0,0
2024-03-26,Store_C,Cola,11.99,7.0,526,0,0
2024-03-26,Store_A,Chips,19.54,11.0,320,0,0
2024-03-26,Store_B,Chips,20.52,11.0,293,0,0
2024-03-26,Store_C,Chips,18.14,11.0,463,1,0
2024-03-26,Store_A,Water,8.26,4.0,595,0,0
2024-03-26,Store_B,Water,7.56,4.0,753,0,0
2024-03-26,Store_C,Water,7.93,4.0,580,0,0
2024-03-27,Store_A,Cola,11.86,7.0,485,0,0
2024-03-27,Store_B,Cola,12.0,7.0,449,0,0
2024-03-27,Store_C,Cola,12.07,7.0,506,0,0
2024-03-27,Store_A,Chips,20.21,11.0,306,0,0
2024-03-27,Store_B,Chips,20.39,11.0,311,0,0
2024-03-27,Store_C,Chips,20.21,11.0,312,0,0
2024-03-27,Store_A,Water,7.81,4.0,745,0,0
2024-03-27,Store_B,Water,8.06,4.0,629,0,0
2024-03-27,Store_C,Water,7.36,4.0,742,0,0
2024-03-28,Store_A,Cola,12.07,7.0,513,0,0
2024-03-28,Store_B,Cola,11.8,7.0,474,0,0
2024-03-28,Store_C,Cola,11.94,7.0,459,0,0
2024-03-28,Store_A,Chips,19.58,11.0,277,0,0
2024-03-28,Store_B,Chips,20.19,11.0,276,0,0
2024-03-28,Store_C,Chips,17.72,11.0,447,1,0
2024-03-28,Store_A,Water,8.11,4.0,661,0,0
2024-03-28,Store_B,Water,8.01,4.0,683,0,0
2024-03-28,Store_C,Water,6.97,4.0,1113,1,0
2024-03-29,Store_A,Cola,11.98,7.0,486,0,0
2024-03-29,Store_B,Cola,11.96,7.0,528,0,0
2024-03-29,Store_C,Cola,12.0,7.0,521,0,0
2024-03-29,Store_A,Chips,20.04,11.0,295,0,0
2024-03-29,Store_B,Chips,20.26,11.0,287,0,0
2024-03-29,Store_C,Chips,17.76,11.0,459,1,0
2024-03-29,Store_A,Water,7.81,4.0,735,0,0
2024-03-29,Store_B,Water,8.18,4.0,601,0,0
2024-03-29,Store_C,Water,8.04,4.0,652,0,0
2024-03-30,Store_A,Cola,11.86,7.0,492,0,0
2024-03-30,Store_B,Cola,11.75,7.0,529,0,0
2024-03-30,Store_C,Cola,12.5,7.0,545,0,0
2024-03-30,Store_A,Chips,21.27,11.0,330,0,0
2024-03-30,Store_B,Chips,20.07,11.0,361,0,0
2024-03-30,Store_C,Chips,19.75,11.0,348,0,0
2024-03-30,Store_A,Water,7.85,4.0,735,0,0
2024-03-30,Store_B,Water,8.0,4.0,818,0,0
2024-03-30,Store_C,Water,8.16,4.0,729,0,0
2024-03-31,Store_A,Cola,11.96,7.0,568,0,0
2024-03-31,Store_B,Cola,12.46,7.0,523,0,0
2024-03-31,Store_C,Cola,12.03,7.0,546,0,0
2024-03-31,Store_A,Chips,18.57,11.0,393,0,0
2024-03-31,Store_B,Chips,19.38,11.0,374,0,0
2024-03-31,Store_C,Chips,18.47,11.0,406,0,0
2024-03-31,Store_A,Water,7.93,4.0,738,0,0
2024-03-31,Store_B,Water,7.89,4.0,838,0,0
2024-03-31,Store_C,Water,7.79,4.0,722,0,0
2024-04-01,Store_A,Cola,11.95,7.0,504,0,0
2024-04-01,Store_B,Cola,12.31,7.0,493,0,0
2024-04-01,Store_C,Cola,11.37,7.0,567,0,0
2024-04-01,Store_A,Chips,19.62,11.0,310,0,0
2024-04-01,Store_B,Chips,19.38,11.0,332,0,0
2024-04-01,Store_C,Chips,19.83,11.0,298,0,0
2024-04-01,Store_A,Water,7.33,4.0,995,1,0
2024-04-01,Store_B,Water,7.15,4.0,939,1,0
2024-04-01,Store_C,Water,7.31,4.0,1022,1,0
2024-04-02,Store_A,Cola,11.6,7.0,565,0,0
2024-04-02,Store_B,Cola,11.96,7.0,506,0,0
2024-04-02,Store_C,Cola,12.25,7.0,471,0,0
2024-04-02,Store_A,Chips,19.92,11.0,297,0,0
2024-04-02,Store_B,Chips,20.01,11.0,329,0,0
2024-04-02,Store_C,Chips,18.19,11.0,456,1,0
2024-04-02,Store_A,Water,7.86,4.0,704,0,0
2024-04-02,Store_B,Water,7.71,4.0,718,0,0
2024-04-02,Store_C,Water,7.23,4.0,1050,1,0
2024-04-03,Store_A,Cola,12.12,7.0,570,0,0
2024-04-03,Store_B,Cola,11.24,7.0,500,0,0
2024-04-03,Store_C,Cola,12.07,7.0,550,0,0
2024-04-03,Store_A,Chips,19.4,11.0,324,0,0
2024-04-03,Store_B,Chips,19.99,11.0,328,0,0
2024-04-03,Store_C,Chips,20.5,11.0,305,0,0
2024-04-03,Store_A,Water,8.7,4.0,595,0,0
2024-04-03,Store_B,Water,7.95,4.0,614,0,0
2024-04-03,Store_C,Water,7.24,4.0,885,1,0
2024-04-04,Store_A,Cola,12.16,7.0,495,0,0
2024-04-04,Store_B,Cola,11.83,7.0,472,0,0
2024-04-04,Store_C,Cola,12.06,7.0,525,0,0
2024-04-04,Store_A,Chips,19.52,11.0,298,0,0
2024-04-04,Store_B,Chips,18.33,11.0,341,0,0
2024-04-04,Store_C,Chips,19.18,11.0,300,0,0
2024-04-04,Store_A,Water,7.11,4.0,1106,1,0
2024-04-04,Store_B,Water,8.19,4.0,616,0,0
2024-04-04,Store_C,Water,7.93,4.0,689,0,0
2024-04-05,Store_A,Cola,11.65,7.0,529,0,0
2024-04-05,Store_B,Cola,10.78,7.0,765,1,0
2024-04-05,Store_C,Cola,11.83,7.0,548,0,0
2024-04-05,Store_A,Chips,18.34,11.0,326,0,0
2024-04-05,Store_B,Chips,20.62,11.0,263,0,0
2024-04-05,Store_C,Chips,21.56,11.0,268,0,0
2024-04-05,Store_A,Water,7.77,4.0,631,0,0
2024-04-05,Store_B,Water,8.19,4.0,679,0,0
2024-04-05,Store_C,Water,7.98,4.0,625,0,0
2024-04-06,Store_A,Cola,12.12,7.0,539,0,0
2024-04-06,Store_B,Cola,12.32,7.0,551,0,0
2024-04-06,Store_C,Cola,11.91,7.0,619,0,0
2024-04-06,Store_A,Chips,19.91,11.0,323,0,0
2024-04-06,Store_B,Chips,19.66,11.0,307,0,0
2024-04-06,Store_C,Chips,19.97,11.0,332,0,0
2024-04-06,Store_A,Water,7.34,4.0,1077,1,0
2024-04-06,Store_B,Water,8.02,4.0,718,0,0
2024-04-06,Store_C,Water,7.2,4.0,1150,1,0
2024-04-07,Store_A,Cola,11.21,7.0,577,0,0
2024-04-07,Store_B,Cola,11.75,7.0,584,0,0
2024-04-07,Store_C,Cola,13.03,7.0,499,0,0
2024-04-07,Store_A,Chips,20.03,11.0,323,0,0
2024-04-07,Store_B,Chips,17.61,11.0,538,1,0
2024-04-07,Store_C,Chips,17.61,11.0,538,1,0
2024-04-07,Store_A,Water,7.86,4.0,744,0,0
2024-04-07,Store_B,Water,7.42,4.0,828,0,0
2024-04-07,Store_C,Water,8.04,4.0,742,0,0
2024-04-08,Store_A,Cola,12.1,7.0,503,0,0
2024-04-08,Store_B,Cola,12.05,7.0,485,0,0
2024-04-08,Store_C,Cola,12.99,7.0,505,0,0
2024-04-08,Store_A,Chips,18.14,11.0,457,1,0
2024-04-08,Store_B,Chips,20.03,11.0,295,0,0
2024-04-08,Store_C,Chips,20.27,11.0,281,0,0
2024-04-08,Store_A,Water,8.18,4.0,629,0,0
2024-04-08,Store_B,Water,7.07,4.0,1081,1,0
2024-04-08,Store_C,Water,8.01,4.0,685,0,0
2024-04-09,Store_A,Cola,11.64,7.0,559,0,0
2024-04-09,Store_B,Cola,11.6,7.0,575,0,0
2024-04-09,Store_C,Cola,11.87,7.0,452,0,0
2024-04-09,Store_A,Chips,19.93,11.0,318,0,0
2024-04-09,Store_B,Chips,19.85,11.0,309,0,0
2024-04-09,Store_C,Chips,18.13,11.0,470,1,0
2024-04-09,Store_A,Water,8.65,4.0,543,0,0
2024-04-09,Store_B,Water,7.93,4.0,735,0,0
2024-04-09,Store_C,Water,8.11,4.0,594,0,0
2024-04-10,Store_A,Cola,12.39,7.0,451,0,0
2024-04-10,Store_B,Cola,12.98,7.0,438,0,0
2024-04-10,Store_C,Cola,11.95,7.0,536,0,0
2024-04-10,Store_A,Chips,17.86,11.0,461,1,0
2024-04-10,Store_B,Chips,19.14,11.0,301,0,0
2024-04-10,Store_C,Chips,19.46,11.0,311,0,0
2024-04-10,Store_A,Water,7.92,4.0,646,0,0
2024-04-10,Store_B,Water,7.25,4.0,958,1,0
2024-04-10,Store_C,Water,8.21,4.0,640,0,0
2024-04-11,Store_A,Cola,12.1,7.0,526,0,0
2024-04-11,Store_B,Cola,12.12,7.0,546,0,0
2024-04-11,Store_C,Cola,11.86,7.0,495,0,0
2024-04-11,Store_A,Chips,19.96,11.0,274,0,0
2024-04-11,Store_B,Chips,20.31,11.0,307,0,0
2024-04-11,Store_C,Chips,18.8,11.0,334,0,0
2024-04-11,Store_A,Water,7.08,4.0,1004,1,0
2024-04-11,Store_B,Water,7.71,4.0,702,0,0
2024-04-11,Store_C,Water,8.06,4.0,618,0,0
2024-04-12,Store_A,Cola,12.75,7.0,468,0,0
2024-04-12,Store_B,Cola,12.01,7.0,490,0,0
2024-04-12,Store_C,Cola,12.51,7.0,461,0,0
2024-04-12,Store_A,Chips,17.67,11.0,477,1,0
2024-04-12,Store_B,Chips,20.12,11.0,308,0,0
2024-04-12,Store_C,Chips,17.87,11.0,446,1,0
2024-04-12,Store_A,Water,7.95,4.0,732,0,0
2024-04-12,Store_B,Water,7.98,4.0,606,0,0
2024-04-12,Store_C,Water,7.84,4.0,682,0,0
2024-04-13,Store_A,Cola,11.62,7.0,551,0,0
2024-04-13,Store_B,Cola,12.15,7.0,573,0,0
2024-04-13,Store_C,Cola,11.42,7.0,603,0,0
2024-04-13,Store_A,Chips,20.26,11.0,334,0,0
2024-04-13,Store_B,Chips,18.9,11.0,367,0,0
2024-04-13,Store_C,Chips,20.71,11.0,333,0,0
2024-04-13,Store_A,Water,7.84,4.0,721,0,0
2024-04-13,Store_B,Water,7.41,4.0,794,0,0
2024-04-13,Store_C,Water,7.23,4.0,1231,1,0
2024-04-14,Store_A,Cola,11.01,7.0,836,1,0
2024-04-14,Store_B,Cola,12.34,7.0,549,0,0
2024-04-14,Store_C,Cola,12.0,7.0,553,0,0
